label,tweet
1,rt @imadya  perhatikan tiap sandi jawab seluruh pertanyaan  pasti ujung nya nyambung ke lapangan pekerjaan  hanya menguasai itu saja #debat u    
0,rt @gunromli  sylviana kesyikan ngomong sendiri lupa bertanya  anies keasyikan nyerang pake data  yg salah  ya ahok joged  aja  ud  d ude   #debat pil u    
0,*sodorin cermin ke @aniesbaswedan      minta @pandji  yg pegangkan https     t co  fipdl eyte
1,rt @ronaldferdynand  hanya beliau yg berani menyatakan dirinya pelayan dan akan melayani masy dki  sangat mulia  terima kasih pak @basuki b u    
1,rt @jalanislam  polri minta masyarakat ikut awasi proses hukum kasus ahok  https     t co  ztsnwj oco
1,rt @kompascom  polisi cari saksi yang dengar langsung pernyataan ahok di pulau seribu  https     t co  syhm ehvjh
0,rt @iapaansih  silvy   bla bla bla   nya waktu habis nanies   jadi pertanyaannya apa? nsilvy   pikir aja sendiri! dasar smw cowok gak peka  n#d u    
0,rt @jokoanwar  silvy ke sandi   u   ckita hampir berpasangan u     u   d  n nnggak mau bayangin   n n#debat pilkadadki
0,bagus juga ya untuk mengelabuhi semuanya   lebih menggunakan data lama daripada yang baru   #debat pilkadadki https     t co  wjpc  pixe
1,rt @harihariono   ini jg bs jd teman ngopi    nkapolri minta masyarakat lihat video pidato ahok secara utuh https     t co  yxu gwoyah via @tri u    
1,hooo ada agus yudhoyono di mata najwa  nemang gagah sih  n n#lostfocus
1,semoga tdk ada penyesalan stlh resign dr tni  mas agus yudhoyono  politik bukan dunia anda  tni lbh mbutuhkanmu  passion mu dsana 
1,rt @amysungkono  cb pake ini aja  bisa sambil ngintip mas agus    @mbakchin https     t co  hxsc wuwgw
0,#debat pilkadadki npslon   gak ada program  pertanyaannya apa? npslon   programnya sedang berjalan npslon   minta bantuan paslon  bikin program
0,pilkada dki jangan pilih pki!! berbahaya!! pilih   atau   saja begini jejak pelarian       https     t co  cujkjhvb u #debat pilkadadki #imlek
0,rt @maulabm  #debat pilkadadki kali ini pak anies nyebelin  dari yang lalu bicaranya kaya ulama'  sekarang keliatan jadi politikus yang hau u    
1,rt @matanajwa  telah hadir di studio  agus harimurti yudhoyono  bakal calon gubernur dki jakarta yang diusung partai demokrat  ppp  pkb &amp
1,rt @agusfansclub   tahun      saat live dg @matanajwa  mas agus sama sekali tidak terpikir untuk terjun ke dunia politik #ahymatanajwa
0,rt @dha noe    aduh gw mah malu  di kata orang jkt goblok apa https     t co  te nrgszzc
0,rt @kojimashou  yah namanya jh odong  si @sylviana murni https     t co   g u iuyo 
0,#semuacoblosaniessandi kecuali @pandji krn gag suka program anies  n#debat pilkadadki n#sepertbadja n#loguepilihbadja ud  d ude e nhttps     t co  m semjkaar
1,@alonkii ya kalo belum kan tinggal bilang aja  mz agus yudhoyono itu diundang kok sama mata najwa 
1,presiden   kapolri   gub dki paling top selama gw jd warga dki    ud  d udcaa ud  c udfff gbu all bapak   ud  d ude f ud  c udffb https     t co  hycdj  qp 
0,rt @vivacoid  ini video saat nusron wahid kritik mui soal ahok https     t co  cmllyuikmz
0,rachmawati tersinggung megawati ajak ahok ke makam bung karno https     t co  yypb  oidb
0,rt @agusfansclub   mas agus menanggapi pertanyaan mslh dinasti dikatakan bhw dinasti itu konotasinya negatif &amp
1,rt @temanahok  suka ga suka  ahok yg ajarin kita utk mantau rapat nya di youtube  kalau niat jelek mah buat apa? toh kita ga minta  n#basuki u    
1,rt @dimas wid  aamiin  @aswhyshoanx    mudah an daerah  yg lain segera menyusul laporannya  naamin!!! https     t co  i  pjdkygo  
1,rt @wito karyono  cerita mengharukan koh anton medan terhadap koh ahok  ahok patriot bangsa indonesia yang islami meski bukan islam  n https u    
0,agus yudhoyono melawak di mata najwa  ud  d ude  
0,lah kata syafii maarif dia gak kenal ahok??! https     t co  sgyxfetedh
0,langsung ke pancing mas agus? militer keluar  p n#ahymatanajwa
0,rt @kasatkusut  lebih ke penasaran sih sama apa target agus yudhoyono  sampe rela berhenti dari militer 
1,rt @triwul    ini imbauan ahok supaya pemilik klub malam di jakarta tak ditutup usahanya https     t co  lkfxvd lvl via @tribunnews
1,rt @rahmath          mereka senang karena di hargai oleh pak ahok nmereka bangga hidupnya berubah ntanpa mereka semua jakarta bagaikan tum u     
1,rt @redirostartup  pengakuan nelayan ini ungkap jasa besar ahok dibalik kisruh reklamasi nhttps     t co   wqq fhbsa
1,rt @relagussylvi  sobat relasi  jgn lupa saksikan live talkshow mas agus harimurti yudhoyono di @matanajwa mlm ini pkl       wib di u     
0,#debat pilkadadki - cakep berentiin reklamasi agar kita dpt pantai pass di depan rumah kita pass lagi musim hujan !! hadew
0,rt @zaeffendy  bukan hanya #jakartatolakahok tapi juga medan  surabaya  aceh dan tidak mustahil umat #islam di #indonesia juga neg u     
0,rt @novia verbund   tuh sm @dpp fpi kerjanya buat steatment spt nkri ini negara arab!masa mau bunuh ahok!emang mrk nabi yg mau ko u     
1,alasan anies sering turun ke masyarakat meski belum masa kampanye https     t co  rxuo cwhkk
1,mas agus yudhoyono kok keliatan lebih ganteng yah malam ini di @matanajwa?
1,rt @dimasprakbar  najwa kepengen memposisikan agus seperti mantan gub dki yg janji   tahun mimpin dki ternyata malah nyapres  gitu lho  nge u    
0,ternyata mas agus ini kayak politikus kawakan    mantap counter attack  #ahymatanajwa
0,#thw    ini video saat nusron wahid kritik mui soal ahok https     t co  yraqvnryzb
0,rt @polltwitri  #polltwitid    nbagaimana tanggapan anda tentang rekomendasi mui terhadap dugaan penistaan agama oleh ahok ?
1,cuci mata sesimple mantengin mas agus di mata najwa  awww~
1,agus yudhoyono ternyata lebih lugas dan tegas dalam menjawab dibanding sang bapak sby yg selalu hati-hati dlm menjawab   keren n#ahymatanajwa
1,rt @menjawablah  selama mas jomo msh jadi kusirnya    temtu doi ga boleh disentuh     lbh baik kita rapatkan barisan thd islam  yg m u     
0,rt @leonartorabono  agus yudhoyono tidak bisa didikte oleh mata najwa   semua pertanyaan najwa yg mengarah memojokkan dan menjatuhkan justr u    
0,laknat biar modyaaarrr  @vivacoid  ini video saat nusron wahid kritik mui soal ahok https     t co   kidzq zyb  
0,polri kaga punya nyali!!! ud  d udc e https     t co  nmncnn mli
1,rt @pujisyukur     jkw  u     ahok keduanya seperti dua sejoli  yang sering bentrok dengan  rakyat   bukankah sejatinya pemimpin itu member u     
1,kibas-kibas rambut lihat mas agus #ahymatanajwa
1,kaya jaman mos sekolah  ud  d ude d nkangen nis    (with anies) [pic]  u     https     t co  lqc rogmdi
0,ahok dii ramein   ndimas kanjeng  aa gatot atau ustadz guntur bumi yang jelas  terbukti menggunakan ayat al qur'an    https     t co  qjmt ezstw
0,rt @agusfansclub   dan mas agus ikut dlm konstetasi politik karena dicalonkan oleh beberapa partai dan benar  tidak pernah diduga sebelumny u    
0,rt @cagubnyinyir  setara institut nilai mui berpolitik tdk sehat https     t co  dtypbwe fg @wsuryasana @sutanto    @muhiddinmi @hgberry
1,rt @rinjanijb  hahaha   njadi yg dukung anies sandi sekarang sdh ga anti china lagi ya   ? nsdh dpt hidayah rupanya   u   a https     t co   jw  r zlk
1,rt @karizunique  menarik banget nih perbincangan di @matanajwa  pertanyaan cerdas dari mbak najwa sanggup diimbangi agus yudhoyono  d
0,rt @tiphwang   agus sableng anjiirrr  ud  d ude   ud  d ude   ud  d ude   ngakak sayaaaa
0,rt @dennyja world  saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt     )  ahok potensial kalah!
0,wadduh  mungkin disamain diri mrk dlm berbuat krn bayaran yah? jgn pake ukuran baju sendiri ke org lain dong  https     t co  umoumwb us
1,ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini  ahok menjelaskan alasan gagalnya pemban    https     t co  irnji oiet
1,rt @karizunique  menarik banget nih perbincangan di @matanajwa  pertanyaan cerdas dari mbak najwa sanggup diimbangi agus yudhoyono  d
1,rt @gunromli  hasil kerja ahok-djarot dlm bidang ekonomi https     t co  vdri nv qb
1,telah hadir di studio  agus harimurti yudhoyono  bakal calon gubernur dki jakarta yg diusung partai demokrat  ppp  pkb &amp
0,apaansi ini mas agus di matanajwa  menggebu-gebu banget  ud  d ude  
0,rt @lupuz      mui  ahok hina islam  alquran dan ulama   penjarakan harga mati  sekalian proses kasus rampok rssw dll  selesai ud  d ude b https     t c u    
0,rt @triwul    ahok  pns dki jakarta yang lakukan pungli kami pecat! nhttps     t co  kiibydutdd https     t co  hrynf fme 
1,@bejanawaktu serius kak? soalnya menurutku si ay (agus yudhoyono) ini   belum mantep  tp bisa gitu jawab in  pdhl najwa nusuknya dalem 
1,mas agus idolaku! leo banget bawaannya!
0,rt @dennyja world  saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt     )  ahok potensial kalah!
0,rt @panca    pendukung ahok selalu bilang yang nga suka ahok islam pemarah  kecanduan agama dll  lha  nusron tadi ngomong kayak dewa mabok u    
0,rt @dennyja world  saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt     )  ahok potensial kalah!
1,ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini  ahok menjelaskan alasan gagalnya pemban    https     t co  oiswd joia
1,ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini  ahok menjelaskan alasan gagalnya pemban    https     t co  m vfpatugg
0,rt @andiarief aa  buzzer ahok yang direkrut dari latar agama sekarang mati gaya setelah muncul agus dan anis  rasanya ahok gak memerlukan l u    
0,rt @tjamboek  #janganhinamui gue heran pendukung ahok kaga ada cape  ngetwit? https     t co   ccb b  pv
0,@matanajwa hahaha baru digesek sedikit aja sma mba nana  agus sudah ngebul (emosi) santai aja mas di politik hrus siap di korek  abiiiis 
0,mungkin blom makan atau tak menguasai masalah yg ditanyakan @matanajwa https     t co  xpozs qvgr
1,rt @dimas wid  keliatan kok najwa yg gelisah   smua pertanyaan dijawab sg cerdas oleh mas agus   jawab cerdas dan akurat kok dibilang emosi u    
1,rt  @tbayupatti  dulu saya suka yusuf mansyur muda berakhlak mulia dan agamis tapi sekarang hemsss speechless deh ufffd ufffd https     t co  pwavsamsdk  
0,@metro tv @matanajwa kopinya dibanyakin  grogi tingkat dewa tuh si agus  
0,rt @relagussylvi  sobat relasi  jgn lupa saksikan live talkshow mas agus harimurti yudhoyono di @matanajwa mlm ini pkl       wib di u     
0,masih tetep dukung ahok sih buat jadi gub selanjutnya 
1,rt @relagussylvi  sobat relasi  jgn lupa saksikan live talkshow mas agus harimurti yudhoyono di @matanajwa mlm ini pkl       wib di u     
1,ahy sdh berkunjung ke tempo dan wawancara  skr anies - sandi  ahok - djarot coming soon kayanya? https     t co  ixus unei 
1,tegakkan hukum dan keadilan terhadap ahok sebagai pelaku penghinaan al-qur u    an dan ulama https     t co  p iyjetioh
1,hidup misteri men kita tidak akan tau akan seperti apa njalan hidup kita kedepannya   ngeri - ngeri sedap mas nagus yudhoyono kerenss
0,rt @panca    bang @karniilyas tega membuat buya sjafii jadi sedikit bohong ke publik demi bela ahok https     t co  qazoqtco b
0,rt @dennyja world  saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt     )  ahok potensial kalah!
0,rachmawati tersinggung megawati ajak ahok ke makam bung karno  rachmawati mengungkapkan  sudah u     https     t co  z  kffvlli #kaltimberita
1,tanpa pandang bulu  ahok bongkar lahan hotel untuk normalisasi kali krukut  https     t co  jtd afiit  via @youtube
1,heboh!! ahok tutup diskotik yang terbukti edarkan narkoba berita terbaru ahok  https     t co   i jypxoer via @youtube
1,'celah korupsi habis' fadli zon   jokowi hadir di ott pungli kemenhub  mau menutupi isu ahok  https     t co  cedm oyhvs via @youtube
1,rt @okezonenews  ahok sudah minta maaf  rachmawati  proses hukum harus jalan https     t co  xosl pszbt https     t co   ko rf jnh
0,asiknya habis bela ahok  dapat amplop https     t co  mzc  spmat
0,kena karma dholimi ahok  ketua bpk harry azhar dijatuhi sanksi etik oleh mkke bpk https     t co  zytzvcjor 
0,belum jg wartawan yg tanya  tpi agus yudhoyono keliatan panik dan sedikit emosi   @matanajwa
1,habiburokhman   kalau ahok ikhlas  saya ajak rekan rekan maafkan dia berita terbaru hari ini  https     t co  cupyoppaak via @youtube
1,keberuntungan jokowi dan ahok dapat istri idaman seperti ini berita terbaru hari ini  https     t co  ij o f  m  via @youtube
1,mas agus cerdas rek  mantap mas @agusyudhoyono  #ahymatanajwa
1,rt @nusanewscom  ahok dibela megawati soal gaya bicaranya yang kasar  ustaz yusuf mansur  orang bangka belitung santun-santun https     t co   u    
1,mestinya pilkada dki ini dpercepat aja gosah nunggu pilkada serentak biar ga nimbulin masalah  smua krn ahok   kl cagubnya bkn ahok ga rame!
0,wait  tadi mas agus yudhoyono ditanya apa sih kokkayaknya tegang sampe minum kopi di mata najwa?  ud  d ude   ud  d ude  
0,rt @gunromli  mui gunakan isu agama untuk dukung calon tertentu dan hajar ahok-djarot https     t co  c   dlwg b waduh  main politik ya  
0,ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini  ahok menjelaskan alasan gagalnya pemban    https     t co  ctc   gcrg
1, u     soal quran  polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https     t co    l ipdfdo
1,rt @dimasprakbar  najwa kepengen memposisikan agus seperti mantan gub dki yg janji   tahun mimpin dki ternyata malah nyapres  gitu lho  nge u    
1,@matanajwa #matanajwa prtanyaan to agus  apa yg mnjadi keyakinan diri untk bisa mnjadi gub selain diusung   parpol?
0,si mbak mego malah bawa ahok ziarah kemakam bung karno ! https     t co  faambwdrhq
0,itb jd hater ahok  ahoker said   ud  d ude  
1,rt @matanajwa  telah hadir di studio  agus harimurti yudhoyono  bakal calon gubernur dki jakarta yang diusung partai demokrat  ppp  pkb &amp
1,rt @hadi adhdhaifah  agus yudhoyono ternyata lebih lugas dan tegas dalam menjawab dibanding sang bapak sby yg selalu hati-hati dlm menjawab u    
0,fadli zon   ppp djan faridz dukung ahok untuk merayu jokowi 'emang masalah buat lo zon'  https     t co  xsrpbl m q via @youtube
0,buni yani penebar kebencian isu sara ahok di ancam uu ite oleh polisi  https     t co  bzdkhwciem via @youtube
0,rt @agusfansclub   mas agus menanggapi pertanyaan mslh dinasti dikatakan bhw dinasti itu konotasinya negatif &amp
1,wajar  rachmawati tersinggung megawati bawa  ahok ke makam bung karno https     t co  g  yjzudri  
1,  soal quran  polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu  jakarta-penyelidi    https     t co  pgmgbs jh 
1,  wajar  rachmawati tersinggung megawati bawa  ahok ke makam bung karno  jakarta-rachmawati soekarnoputri men    https     t co  ttdkzxdaj 
1,soal quran  polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https     t co  bkfxocwbvr
1,rt @kompascom  rachmawati soekarnoputri nyatakan dukungan untuk anies-sandi  https     t co  jtillmwngk
0,budiman sudjatmiko  kebijakan ahok sering di-framing pro     - tribunnews https     t co  cvh  qlzsv
0,polri tunda proses hukum ahok hingga selesai pilgub  ipw  kemarahan umat islam akan memuncak https     t co   ot c m bo
0,ahok tidak minta maaf atas penistaan agama  habieb rizieq  ayo polisikan ahok! https     t co  ojph mapn 
1,soal quran  polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https     t co  qdtx yqku 
1,wajar  rachmawati tersinggung megawati bawa  ahok ke makam bung karno https     t co  axhdupfuvs
1,kepoin calgub dki di #matanajwa dlu   ud  d ude d nedisi bertaruh di jakarta by agus hy
0,mui dibayar berapa sama agus yudhoyono agar salahkan ahok? https     t co  crrwcx v  
0,rt @agusfansclub   mas agus menanggapi pertanyaan mslh dinasti dikatakan bhw dinasti itu konotasinya negatif &amp
0,rt @nusronwahid   tokoh  muslim yg keras menolak ahok  yaa tokoh  muslim yg selama ini anti pancasila&amp
1,ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini  ahok menjelaskan alasan gagalnya pemban    https     t co  mz iqr k b
1,[ soal quran  polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https     t co  ecwsab y k
0,* mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co  o qrdxgmcs
0,* wajar  rachmawati tersinggung megawati bawa  ahok ke makam bung karno https     t co   aiuorzpul
0,rt @dennyja world  saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt     )  ahok potensial kalah!
1,[ wajar  rachmawati tersinggung megawati bawa ahok ke makam bung karno https     t co  jlo vekzdy
1,soal quran  polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https     t co  wf  fftbh 
0,rt @vivacoid  ini video saat nusron wahid kritik mui soal ahok https     t co  cmllyuikmz
0,rt @sibonekakayu  ahok fitnah majelis rasulullah saat kampanye di @govsingapore   n nhttps     t co  otzm gzuhs
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co   fn z  ymx  
1,soal quran  polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu  jakarta-penyelidik     https     t co   k  fx p  
1,bagi mas agus menjadi gub adlh panggilan terbesar dlm hidupnya krn beliau mrsa mjd calon alternatif utk mjd jakarta lbh baik #ahymatanajwa
1,soal quran  polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https     t co  mtvuc mqim
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co  awogxgvsfy
0,ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini  ahok menjelaskan alasan gagalnya pemban    https     t co  xuwgcapa t
1,soal quran  polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https     t co  owgantgeya
1,wajar  rachmawati tersinggung megawati bawa  ahok ke makam bung karno https     t co  cubxqvpxvp
0,ente mudah berprasangka baik k ahok tp k ulama gampang prasangka buruk  https     t co  dqpdou ezh
0,rt @dennyja world  saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt     )  ahok potensial kalah!
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co   n azn vpq
0,rt @dennyja world  saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt     )  ahok potensial kalah!
0,doooh mukanya ini lhooo tampolable banget sik https     t co  fvdpsjhr g
1,wajar  rachmawati tersinggung megawati bawa  ahok ke makam bung karno https     t co   z  iltmki
1,rt @metro tv  anda bisa mengikuti @matanajwa yang menghadirkan agus harimurti yudhoyono lwt live streaming di u     
1,rt @agusfansclub   bagi mas agus menjadi gub adlh panggilan terbesar dlm hidupnya krn beliau mrsa mjd calon alternatif utk mjd jakarta lbh u    
1,soal quran  polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https     t co  odml  saxi
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama  konfrontasi-ketua mui jawa timur kh abdusshomad bu    https     t co  qcodnvnlnf
0,ini video saat nusron wahid kritik mui soal ahok https     t co  ee  pnf rv
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama  konfrontasi-ketua mui jawa timur kh abdusshomad bu    https     t co   totof v y
0,rt @takviri  tempo hari saya bilang klo ahok kalah  saya akan dukung ahy tapi lihat fansboy ahy yg bringas   ga jadi akh  ngerikkk lihat is u    
1,wajar  rachmawati tersinggung megawati bawa  ahok ke makam bung karno https     t co  qft ncbihj
1,  wajar  rachmawati tersinggung megawati bawa ahok ke makam bung karno https     t co    gywxmy g
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co  mnc pybrao
0,ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini  ahok menjelaskan alasan gagalnya pemban    https     t co   l uzyeryc
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co  wvxdklkmqu
1,wajar  rachmawati tersinggung megawati bawa  ahok ke makam bung karno https     t co  bsp ztktnq
1,rt @yunantyoadi  ahok benar  al maidah    itu terkait konteks perang  bukan konteks pilkada  kalau ada yg mengkaitkan pilkada  berar u     
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co  ppap jh gc
0,ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini  ahok menjelaskan alasan gagalnya pemban    https     t co  fzhbrnc pi
1,soal quran  polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https     t co  p z jdpxc 
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co   bz aztfzx
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co  dk u sva d
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co  ilreplqgws
1,selain ahok  ni pada minta maaf dong  betul kata dgln  https     t co   smjv lgyn
1,rt @agusfansclub   dan mas agus ikut dlm konstetasi politik karena dicalonkan oleh beberapa partai dan benar  tidak pernah diduga sebelumny u    
1,ahok  agus dan anies adu program tata ruang dki  ini perbandingannya https     t co  tgooq ex j https     t co  bngrwjo  q
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co  ldqh vghpx
0,tujuannya cuma gmn caranya jatuhin ahok  bkn gimana bikin jakarta lebih maju dan rakyat sejahtera #miris https     t co  eo rvvbx g
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co  a uxopsrwc
1,soal quran  polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https     t co     winay k
1,najwa nanyanya pinter banget  agus jawabnya nggak kalah pinter 
1,rt @detikcom  ahok  agus dan anies adu program tata ruang dki  ini perbandingannya https     t co  tgooq ex j https     t co  bngrwjo  q
0,mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co  djeo qbhc 
0,wajar  rachmawati tersinggung megawati bawa  ahok ke makam bung karno https     t co  mryf oqkqe
0,rt @korantempo  arahkan kembang api ke rumah dinas ahok  pria ini ditangkap   https     t co  upymivas d
1,rt @aangku  konteksnya mungkin sama dalam kasus ahok  publik tidak rela dg pendapat ahok soal qs al maidah  ) https     t co  dr apegmf 
1,ahok  sophia latjuba dan tim sukses makan malam dan rapat di rumah dinas u     https     t co  z  brivbgf https     t co  kpmic lxep
1,rt @yusrilihza mhd  ahok minta maaf  pakar   u   cproses hukum jalan terus  tak ada hubungannya dengan minta maaf u   d - salam online https     t co  t u    
1,rt @detikcom  ahok  agus dan anies adu program tata ruang dki  ini perbandingannya https     t co  tgooq ex j https     t co  bngrwjo  q
1,rt @agusfansclub   mas agus menyatakan bahwa saat ini beliau hrs menyesuaikan kondisi saat ini (politik) &amp
1,rt @agusfansclub   mas agus menanggapi pertanyaan @matanajwa ttg kutipan rekaman       beliau menjawab mas agus tetap konsisten  #ahymatana u    
1,rt @ilc tvonenews    dulu saat mhs ui minta maaf sehubungan video penolakan ahok  dia bilang tak cukup hny minta maaf  ahok kemakan omongann u    
0,@deddy natsir @jimmy atp @ajengcute   @asfairus @dapitdong @gemacan   @pak afif iya dari siang tdi mmg dukung ahok utk #penjarakanbasuk
0,rt @dennyja world  saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt     )  ahok potensial kalah!
0,@tvonenews mui hukum islam sempit  sudah tidak relevan  semua tahu allah hanya konsep  buruk rupa  sifat cermin dibelah  malu! akui ahok benar
1,rt @detikcom  ahok  agus dan anies adu program tata ruang dki  ini perbandingannya https     t co  tgooq ex j https     t co  bngrwjo  q
1,rt @dennyja world  saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt     )  ahok potensial kalah!
1,dianggap sudah buktikan kinerja  abdee  slank dari dulu dukung ahok https     t co  yao b pvoo https     t co  fw rshdhxp
0,rt @gunromli  pengunggah video ahok kutip al maidah mengaku salah https     t co  diene cwzv ngaku salah tp tdk minta maaf &amp
0,mas agus ini gimana sih ?
0,#tuitpekanbaru rachmawati tersinggung megawati ajak ahok ke makam bung karno #pekanbaru #tuit
1,agus yudhoyono ini karirnya lagi bagus-bagusnya di ranah militer  langsung memutuskan belok ke cagub ini pertanyaan banget sebenernya ya?
1,rt @matanajwa  jangan lewatkan #matanajwa malam ini  live pk       wib bersama bakal calon gubernur  agus harimurti yudhoyono  https     t co u    
1,rt @republikaonline  ketua mui minta ahok perjelas permintaan maafnya https     t co  lcdv   thh
0,belum  belum greget ngegampar jawabannya  om agus yudhoyono  bu najwa shihab masih belum dalem banget nih  oke this is getting interesting 
0,pilkada dki       ahok bertemu sophia latjuba  sengaja tak ajak djarot https     t co  bzux bqgjr
0,alasan anies sering turun ke masyarakat meski belum masa kampanye https     t co  tndhssrfkj (tribunpekanbaru)
1,rt @putrirochaena  kapolri minta masyarakat lihat video pidato ahok secara utuh https     t co  gd iipxqh  lewat @tribunnews
1,terus menuai simpati  nachrowi ramli terima   pedagang besi tua   dukung agus harimurti https     t co  kocynpsfgl
0,rachmawati tersinggung megawati ajak ahok ke makam bung karno https     t co  bbsr c sfe #riau
0,rachmawati tersinggung megawati ajak ahok ke makam bung karno https     t co   ttntwlxkc
0,pilkada dki       ahok bertemu sophia latjuba  sengaja tak ajak djarot https     t co  uhopkkwkmd
0,     mui jatim  dimas kanjeng dan ahok sama-sama penista agama https     t co   rt vzjcy 
1,detikcom  ahok  agus dan anies adu program tata ruang dki  ini perbandingannya https     t co  y fspoztuz https     t co  o v t  am 
1,agus yudhoyono    jadi gubernur jakarta adalah greater call untuk saya   
0,ini video saat nusron wahid kritik mui soal ahok https     t co  gj uaqzptw
0,rt @lupuz      mui  ahok hina islam  alquran dan ulama   penjarakan harga mati  sekalian proses kasus rampok rssw dll  selesai ud  d ude b https     t c u    
0,rt @tribunnews  nusron wahid  tak satu pun kalimat ahok menistakan al-quran https     t co  jqlazz xfl via @tribunnews
1,mnrt mas agus banyak sekali keputusan pd saat beliau masih tugas sebagai komandan batalion #ahymatanajwa
0,@powerxbr   klo dihujat spt ahok pasti terdiare-diare    ((( https     t co  a yxmjwb s
0,rt @dennyja world  saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt     )  ahok potensial kalah!
1,alasan anies sering turun ke masyarakat meski belum masa kampanye https     t co  ls afb bul
1,rachmawati tersinggung megawati ajak ahok ke makam bung karno https     t co  uuslx  t l #tribunnews
1,alasan anies sering turun ke masyarakat meski belum masa kampanye https     t co   chy hgeir
0,rt @lupuz      mui  ahok hina islam  alquran dan ulama   penjarakan harga mati  sekalian proses kasus rampok rssw dll  selesai ud  d ude b https     t c u    
0,ahok  raperda reklamasi tidak ada kaitan dengan luhut https     t co   tblwig if
0,mas agus blm siap  sori  mentah bgt 
1,rt @tribunnews  nusron wahid  tak satu pun kalimat ahok menistakan al-quran https     t co  jqlazz xfl via @tribunnews
1,alasan anies sering turun ke masyarakat meski belum masa kampanye https     t co  igtfw lyw  https     t co   bp  fwmjd
1,rt @agusfansclub   bagi mas agus menjadi gub adlh panggilan terbesar dlm hidupnya krn beliau mrsa mjd calon alternatif utk mjd jakarta lbh u    
1,rt @tribunnews  penjelasan nusron wahid soal pernyataan ahok yang kutip ayat al quran dan memicu kontroversi https     t co  ugpvfjmmrh via @t u    
0,rt @dennyja world  saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt     )  ahok potensial kalah!
0,video mahasiswa lhokseumawe demo ahok https     t co  h qhqzbelh #bnanews
0,ini video saat nusron wahid kritik mui soal ahok https     t co  h x zhsqoj
1,rt @agusfansclub   mnrt mas agus banyak sekali keputusan pd saat beliau masih tugas sebagai komandan batalion #ahymatanajwa
1,rt @detikcom  ahok  agus dan anies adu program tata ruang dki  ini perbandingannya https     t co  tgooq ex j https     t co  bngrwjo  q
0,video mahasiswa lhokseumawe demo ahok https     t co  arswwoiudf #bnanews
0,rt @dennyja world  saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt     )  ahok potensial kalah!
0,rt @dennyja world  saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt     )  ahok potensial kalah!
0,video mahasiswa lhokseumawe demo ahok  massa mengaku sangat terganggu dengan ucapan ahok  pada     https     t co  qx howswir @infosumatera
